plot	location	block	composition	species.richness	functional.richness	legumes	layer.top	layer.bottom	layer.thickness	midpoint	biomass	density
B1P064	1	2	26	8	3	Yes	35	20	0.15	27.5	124.7	831.33
B1P064	1	2	26	8	3	Yes	50	35	0.15	42.5	144.6	964
B1P064	1	2	26	8	3	Yes	65	50	0.15	57.5	141.7	944.67
B1P064	1	2	26	8	3	Yes	80	65	0.15	72.5	103	686.67
B1P064	1	2	26	8	3	Yes	95	80	0.15	87.5	57.2	381.33
B1P064	1	2	26	8	3	Yes	110	95	0.15	102.5	42.5	283.33
B1P064	1	2	26	8	3	Yes	125	110	0.15	117.5	19	126.67
B1P064	1	2	26	8	3	Yes	140	125	0.15	132.5	19.2	128
B1P064	1	2	26	8	3	Yes	155	140	0.15	147.5	4.6	30.67
B1P037	1	2	27	8	3	Yes	20	5	0.15	12.5	183.9	1226
B1P037	1	2	27	8	3	Yes	35	20	0.15	27.5	176.1	1174
B1P037	1	2	27	8	3	Yes	50	35	0.15	42.5	171.2	1141.33
B1P037	1	2	27	8	3	Yes	65	50	0.15	57.5	163.7	1091.33
B1P037	1	2	27	8	3	Yes	80	65	0.15	72.5	122.9	819.33
B1P037	1	2	27	8	3	Yes	95	80	0.15	87.5	51.8	345.33
B1P037	1	2	27	8	3	Yes	110	95	0.15	102.5	24.5	163.33
B1P037	1	2	27	8	3	Yes	125	110	0.15	117.5	18.2	121.33
B1P051	1	2	28	16	3	Yes	20	5	0.15	12.5	184.7	1231.33
B1P051	1	2	28	16	3	Yes	35	20	0.15	27.5	148.6	990.67
B1P051	1	2	28	16	3	Yes	50	35	0.15	42.5	91.2	608
B1P051	1	2	28	16	3	Yes	65	50	0.15	57.5	62.7	418
B1P051	1	2	28	16	3	Yes	80	65	0.15	72.5	50.9	339.33
B1P051	1	2	28	16	3	Yes	95	80	0.15	87.5	36.6	244
B1P051	1	2	28	16	3	Yes	110	95	0.15	102.5	37.1	247.33
B1P051	1	2	28	16	3	Yes	125	110	0.15	117.5	74.5	496.67
B1P051	1	2	28	16	3	Yes	140	125	0.15	132.5	36.6	244
B1P056	1	2	29	16	3	Yes	20	5	0.15	12.5	137.1	914
B1P056	1	2	29	16	3	Yes	35	20	0.15	27.5	90.9	606
B1P056	1	2	29	16	3	Yes	50	35	0.15	42.5	79.2	528
B1P056	1	2	29	16	3	Yes	65	50	0.15	57.5	60.8	405.33
B1P056	1	2	29	16	3	Yes	80	65	0.15	72.5	35.5	236.67
B1P056	1	2	29	16	3	Yes	95	80	0.15	87.5	20.8	138.67
B1P056	1	2	29	16	3	Yes	110	95	0.15	102.5	17.3	115.33
B1P056	1	2	29	16	3	Yes	125	110	0.15	117.5	10.3	68.67
B1P056	1	2	29	16	3	Yes	140	125	0.15	132.5	16.1	107.33
B1P056	1	2	29	16	3	Yes	155	140	0.15	147.5	8.1	54
B1P038	1	2	30	16	3	Yes	20	5	0.15	12.5	222.9	1486
B1P038	1	2	30	16	3	Yes	35	20	0.15	27.5	191.1	1274
B1P038	1	2	30	16	3	Yes	50	35	0.15	42.5	163.7	1091.33
B1P038	1	2	30	16	3	Yes	65	50	0.15	57.5	194.1	1294
B1P038	1	2	30	16	3	Yes	80	65	0.15	72.5	85.9	572.67
B1P038	1	2	30	16	3	Yes	95	80	0.15	87.5	39	260
B1P038	1	2	30	16	3	Yes	110	95	0.15	102.5	21.2	141.33
B1P038	1	2	30	16	3	Yes	125	110	0.15	117.5	20.8	138.67
B1P038	1	2	30	16	3	Yes	140	125	0.15	132.5	24.1	160.67
B1P038	1	2	30	16	3	Yes	155	140	0.15	147.5	13.9	92.67
C2P008	2	1	3	1	1	No	5	0	0.05	2.5	98.025	1960.5
C2P008	2	1	3	1	1	No	15	5	0.1	10	29.031	290.31
C2P008	2	1	3	1	1	No	25	15	0.1	20	12.318	123.18
C2P008	2	1	3	1	1	No	35	25	0.1	30	5.526	55.26
C2P008	2	1	3	1	1	No	45	35	0.1	40	3.1	31
C2P018	2	1	3	1	1	No	5	0	0.05	2.5	72.985	1459.7
C2P018	2	1	3	1	1	No	15	5	0.1	10	37.4865	374.87
C2P018	2	1	3	1	1	No	25	15	0.1	20	11.7445	117.45
C2P018	2	1	3	1	1	No	35	25	0.1	30	11.1065	111.07
C2P018	2	1	3	1	1	No	45	35	0.1	40	9.072	90.72
C2P002	2	1	5	1	1	No	5	0	0.05	2.5	21.975	439.5
C2P002	2	1	5	1	1	No	15	5	0.1	10	9.2015	92.02
C2P002	2	1	5	1	1	No	25	15	0.1	20	3.313	33.13
C2P030	2	1	5	1	1	No	5	0	0.05	2.5	13.02	260.4
C2P030	2	1	5	1	1	No	15	5	0.1	10	15.334	153.34
C2P030	2	1	5	1	1	No	25	15	0.1	20	3.3575	33.58
C2P007	2	1	9	1	1	No	5	0	0.05	2.5	106.39	2127.8
C2P007	2	1	9	1	1	No	15	5	0.1	10	8.274	82.74
C2P007	2	1	9	1	1	No	25	15	0.1	20	2.9345	29.35
C2P007	2	1	9	1	1	No	35	25	0.1	30	1.1325	11.33
C2P047	2	1	9	1	1	No	5	0	0.05	2.5	103.54	2070.8
C2P047	2	1	9	1	1	No	15	5	0.1	10	16.2185	162.19
C2P047	2	1	9	1	1	No	25	15	0.1	20	2.041	20.41
C2P047	2	1	9	1	1	No	35	25	0.1	30	0.4375	4.38
C2P019	2	1	32	1	1	No	15	5	0.1	10	1.979	19.79
C2P019	2	1	32	1	1	No	25	15	0.1	20	1.2325	12.33
C2P019	2	1	32	1	1	No	35	25	0.1	30	0.3985	3.99
C2P041	2	1	32	1	1	No	5	0	0.05	2.5	39.08	781.6
C2P041	2	1	32	1	1	No	15	5	0.1	10	19.2115	192.12
C2P041	2	1	32	1	1	No	25	15	0.1	20	12.5705	125.71
C2P041	2	1	32	1	1	No	35	25	0.1	30	12.722	127.22
C2P041	2	1	32	1	1	No	45	35	0.1	40	9.03	90.3
C2P015	2	1	33	1	1	No	5	0	0.05	2.5	38.685	773.7
C2P015	2	1	33	1	1	No	15	5	0.1	10	8.749	87.49
C2P015	2	1	33	1	1	No	25	15	0.1	20	4.302	43.02
C2P015	2	1	33	1	1	No	35	25	0.1	30	2.1595	21.6
C2P015	2	1	33	1	1	No	45	35	0.1	40	2.8945	28.95
C2P016	2	1	33	1	1	No	5	0	0.05	2.5	35.615	712.3
C2P016	2	1	33	1	1	No	15	5	0.1	10	7.5565	75.57
C2P016	2	1	33	1	1	No	25	15	0.1	20	2.813	28.13
C2P016	2	1	33	1	1	No	35	25	0.1	30	3.0855	30.86
C2P016	2	1	33	1	1	No	45	35	0.1	40	1.9595	19.6
C2P032	2	1	35	1	1	Yes	5	0	0.05	2.5	340.585	6811.7
C2P032	2	1	35	1	1	Yes	15	5	0.1	10	9.6105	96.11
C2P044	2	1	35	1	1	Yes	5	0	0.05	2.5	237.72	4754.4
C2P044	2	1	35	1	1	Yes	15	5	0.1	10	9.996	99.96
C2P001	2	1	38	1	1	No	5	0	0.05	2.5	36.415	728.3
C2P001	2	1	38	1	1	No	15	5	0.1	10	6.166	61.66
C2P001	2	1	38	1	1	No	25	15	0.1	20	0.375	3.75
C2P038	2	1	38	1	1	No	5	0	0.05	2.5	100.98	2019.6
C2P038	2	1	38	1	1	No	15	5	0.1	10	4.79	47.9
C2P038	2	1	38	1	1	No	25	15	0.1	20	0.631	6.31
C2P005	2	1	39	1	1	No	5	0	0.05	2.5	0.07	1.4
C2P005	2	1	39	1	1	No	15	5	0.1	10	4.5605	45.61
C2P005	2	1	39	1	1	No	25	15	0.1	20	4.113	41.13
C2P005	2	1	39	1	1	No	35	25	0.1	30	1.5525	15.53
C2P021	2	1	39	1	1	No	15	5	0.1	10	0.3425	3.43
C2P056	2	1	41	1	1	No	5	0	0.05	2.5	35.995	719.9
C2P056	2	1	41	1	1	No	15	5	0.1	10	35.9355	359.36
C2P056	2	1	41	1	1	No	25	15	0.1	20	16.3515	163.52
C2P056	2	1	41	1	1	No	35	25	0.1	30	4.976	49.76
C2P057	2	1	41	1	1	No	5	0	0.05	2.5	43.27	865.4
C2P057	2	1	41	1	1	No	15	5	0.1	10	13.6875	136.88
C2P057	2	1	41	1	1	No	25	15	0.1	20	8.304	83.04
C2P048	2	1	42	2	1	No	5	0	0.05	2.5	48.015	960.3
C2P048	2	1	42	2	1	No	15	5	0.1	10	36.23	362.3
C2P048	2	1	42	2	1	No	25	15	0.1	20	12.405	124.05
C2P050	2	1	42	2	1	No	5	0	0.05	2.5	52.36	1047.2
C2P050	2	1	42	2	1	No	15	5	0.1	10	57.5755	575.76
C2P050	2	1	42	2	1	No	25	15	0.1	20	24.294	242.94
C2P039	2	1	44	2	2	No	5	0	0.05	2.5	72.78	1455.6
C2P039	2	1	44	2	2	No	15	5	0.1	10	41.065	410.65
C2P039	2	1	44	2	2	No	25	15	0.1	20	35.3485	353.49
C2P039	2	1	44	2	2	No	35	25	0.1	30	27.61	276.1
C2P039	2	1	44	2	2	No	45	35	0.1	40	6.3665	63.67
C2P042	2	1	44	2	2	No	5	0	0.05	2.5	77.91	1558.2
C2P042	2	1	44	2	2	No	15	5	0.1	10	38.8155	388.16
C2P042	2	1	44	2	2	No	25	15	0.1	20	14.964	149.64
C2P042	2	1	44	2	2	No	35	25	0.1	30	6.6965	66.97
C2P004	2	1	45	2	2	No	5	0	0.05	2.5	7.07	141.4
C2P004	2	1	45	2	2	No	15	5	0.1	10	4.567	45.67
C2P004	2	1	45	2	2	No	25	15	0.1	20	1.0145	10.15
C2P004	2	1	45	2	2	No	35	25	0.1	30	0.711	7.11
C2P004	2	1	45	2	2	No	45	35	0.1	40	5.362	53.62
C2P024	2	1	45	2	2	No	5	0	0.05	2.5	3.105	62.1
C2P024	2	1	45	2	2	No	15	5	0.1	10	4.878	48.78
C2P024	2	1	45	2	2	No	25	15	0.1	20	1.191	11.91
C2P053	2	1	47	4	3	Yes	5	0	0.05	2.5	12.025	240.5
C2P053	2	1	47	4	3	Yes	15	5	0.1	10	4.416	44.16
C2P053	2	1	47	4	3	Yes	25	15	0.1	20	0.8505	8.51
C2P053	2	1	47	4	3	Yes	35	25	0.1	30	0.03235	0.32
C2P029	2	1	48	4	3	Yes	5	0	0.05	2.5	205.885	4117.7
C2P029	2	1	48	4	3	Yes	15	5	0.1	10	70.0655	700.66
C2P029	2	1	48	4	3	Yes	25	15	0.1	20	35.5795	355.8
C2P029	2	1	48	4	3	Yes	35	25	0.1	30	32.003	320.03
C2P029	2	1	48	4	3	Yes	45	35	0.1	40	17.208	172.08
C2P043	2	1	48	4	3	Yes	5	0	0.05	2.5	58.44	1168.8
C2P043	2	1	48	4	3	Yes	15	5	0.1	10	18.602	186.02
C2P043	2	1	48	4	3	Yes	25	15	0.1	20	4.3905	43.91
C2P043	2	1	48	4	3	Yes	35	25	0.1	30	2.276	22.76
C2P009	2	1	49	4	3	Yes	5	0	0.05	2.5	13.06	261.2
C2P009	2	1	49	4	3	Yes	15	5	0.1	10	16.123	161.23
C2P009	2	1	49	4	3	Yes	25	15	0.1	20	11.836	118.36
C2P009	2	1	49	4	3	Yes	35	25	0.1	30	6.1155	61.16
C2P009	2	1	49	4	3	Yes	45	35	0.1	40	7.4835	74.84
C2P020	2	1	49	4	3	Yes	5	0	0.05	2.5	9.22	184.4
C2P020	2	1	49	4	3	Yes	15	5	0.1	10	5.4305	54.31
C2P027	2	1	50	4	3	Yes	5	0	0.05	2.5	141.84	2836.8
C2P027	2	1	50	4	3	Yes	15	5	0.1	10	35.474	354.74
C2P027	2	1	50	4	3	Yes	25	15	0.1	20	29.497	294.97
C2P027	2	1	50	4	3	Yes	35	25	0.1	30	18.7755	187.76
C2P027	2	1	50	4	3	Yes	45	35	0.1	40	6.8775	68.78
C2P045	2	1	50	4	3	Yes	5	0	0.05	2.5	34.56	691.2
C2P045	2	1	50	4	3	Yes	15	5	0.1	10	32.801	328.01
C2P045	2	1	50	4	3	Yes	25	15	0.1	20	18.1925	181.93
C2P045	2	1	50	4	3	Yes	35	25	0.1	30	2.292	22.92
C2P045	2	1	50	4	3	Yes	45	35	0.1	40	0.918	9.18
C2P003	2	1	51	4	3	Yes	5	0	0.05	2.5	181.65	3633
C2P003	2	1	51	4	3	Yes	15	5	0.1	10	42.31	423.1
C2P003	2	1	51	4	3	Yes	25	15	0.1	20	1.094	10.94
C2P036	2	1	51	4	3	Yes	5	0	0.05	2.5	228.785	4575.7
C2P036	2	1	51	4	3	Yes	15	5	0.1	10	49.068	490.68
C2P036	2	1	51	4	3	Yes	25	15	0.1	20	13.8285	138.29
C2P036	2	1	51	4	3	Yes	35	25	0.1	30	1.176	11.76
C2P006	2	1	52	8	3	Yes	5	0	0.05	2.5	205.105	4102.1
C2P006	2	1	52	8	3	Yes	15	5	0.1	10	64.859	648.59
C2P006	2	1	52	8	3	Yes	25	15	0.1	20	27.0905	270.91
C2P006	2	1	52	8	3	Yes	35	25	0.1	30	25.8495	258.5
C2P006	2	1	52	8	3	Yes	45	35	0.1	40	31.84	318.4
C2P055	2	1	52	8	3	Yes	5	0	0.05	2.5	37.04	740.8
C2P055	2	1	52	8	3	Yes	15	5	0.1	10	28.5115	285.12
C2P055	2	1	52	8	3	Yes	25	15	0.1	20	5.392	53.92
C2P055	2	1	52	8	3	Yes	35	25	0.1	30	5.772	57.72
C2P054	2	1	53	8	3	Yes	5	0	0.05	2.5	146.625	2932.5
C2P054	2	1	53	8	3	Yes	15	5	0.1	10	39.365	393.65
C2P054	2	1	53	8	3	Yes	25	15	0.1	20	4.806	48.06
C2P067	2	1	53	8	3	Yes	5	0	0.05	2.5	115.69	2313.8
C2P067	2	1	53	8	3	Yes	15	5	0.1	10	26.06	260.6
C2P067	2	1	53	8	3	Yes	25	15	0.1	20	10.216	102.16
C2P026	2	1	54	14	3	Yes	5	0	0.05	2.5	371.525	7430.5
C2P026	2	1	54	14	3	Yes	15	5	0.1	10	35.82	358.2
C2P026	2	1	54	14	3	Yes	25	15	0.1	20	4.45	44.5
C2P026	2	1	54	14	3	Yes	35	25	0.1	30	1.5195	15.2
C2P040	2	1	54	14	3	Yes	5	0	0.05	2.5	76.32	1526.4
C2P040	2	1	54	14	3	Yes	15	5	0.1	10	21.0685	210.69
C2P040	2	1	54	14	3	Yes	25	15	0.1	20	14.4035	144.04
C2P040	2	1	54	14	3	Yes	35	25	0.1	30	10.589	105.89
C2P040	2	1	54	14	3	Yes	45	35	0.1	40	4.11	41.1
C2P064	2	1	54	14	3	Yes	5	0	0.05	2.5	109.965	2199.3
C2P064	2	1	54	14	3	Yes	15	5	0.1	10	43.125	431.25
C2P064	2	1	54	14	3	Yes	25	15	0.1	20	15.2355	152.36
C2P064	2	1	54	14	3	Yes	35	25	0.1	30	6.0875	60.88
C2P065	2	1	54	14	3	Yes	5	0	0.05	2.5	107.21	2144.2
C2P065	2	1	54	14	3	Yes	15	5	0.1	10	70.722	707.22
C2P065	2	1	54	14	3	Yes	25	15	0.1	20	27.4115	274.12
C2P065	2	1	54	14	3	Yes	35	25	0.1	30	7.513	75.13
C2P065	2	1	54	14	3	Yes	45	35	0.1	40	5.6345	56.35
L3P011	3	1	2	1	1	No	15	5	0.1	10	43.896	438.96
L3P011	3	1	2	1	1	No	20	15	0.05	17.5	23.731	474.62
L3P011	3	1	2	1	1	No	35	20	0.15	27.5	40.096	267.31
L3P011	3	1	2	1	1	No	50	35	0.15	42.5	27.196	181.31
L3P011	3	1	2	1	1	No	96	50	0.46	73	26.496	57.6
L3P031	3	1	3	1	1	No	15	5	0.1	10	59.368	593.68
L3P031	3	1	3	1	1	No	20	15	0.05	17.5	12.147	242.94
L3P031	3	1	3	1	1	No	35	20	0.15	27.5	6.554	43.69
L3P031	3	1	3	1	1	No	50	35	0.15	42.5	0.322	2.15
L3P008	3	1	6	1	1	Yes	15	5	0.1	10	53.896	538.96
L3P008	3	1	6	1	1	Yes	20	15	0.05	17.5	30.131	602.62
L3P008	3	1	6	1	1	Yes	35	20	0.15	27.5	43.096	287.31
L3P008	3	1	6	1	1	Yes	50	35	0.15	42.5	26.996	179.97
L3P004	3	1	9	1	1	No	15	5	0.1	10	62.896	628.96
L3P004	3	1	9	1	1	No	20	15	0.05	17.5	25.831	516.62
L3P004	3	1	9	1	1	No	35	20	0.15	27.5	31.331	208.87
L3P004	3	1	9	1	1	No	50	35	0.15	42.5	18.36	122.4
L3P004	3	1	9	1	1	No	51	50	0.01	50.5	3.206	320.6
L3P001	3	1	55	1	1	No	15	5	0.1	10	58.068	580.68
L3P001	3	1	55	1	1	No	20	15	0.05	17.5	16.032	320.64
L3P001	3	1	55	1	1	No	35	20	0.15	27.5	22.103	147.35
L3P001	3	1	55	1	1	No	50	35	0.15	42.5	10.268	68.45
L3P001	3	1	55	1	1	No	87	50	0.37	68.5	32.868	88.83
L3P002	3	1	56	4	1	No	15	5	0.1	10	57.556	575.56
L3P002	3	1	56	4	1	No	20	15	0.05	17.5	19.628	392.56
L3P002	3	1	56	4	1	No	35	20	0.15	27.5	35.056	233.71
L3P002	3	1	56	4	1	No	50	35	0.15	42.5	20.656	137.71
L3P002	3	1	56	4	1	No	105	50	0.55	77.5	36.491	66.35
L3P003	3	1	57	4	3	Yes	110	50	0.6	80	25.308	42.18
L3P003	3	1	57	4	3	Yes	15	5	0.1	10	29.752	297.52
L3P003	3	1	57	4	3	Yes	20	15	0.05	17.5	25.076	501.52
L3P003	3	1	57	4	3	Yes	35	20	0.15	27.5	36.713	244.75
L3P003	3	1	57	4	3	Yes	50	35	0.15	42.5	50.273	335.15
L3P005	3	1	58	4	2	No	50	35	0.15	42.5	27.056	180.37
L3P005	3	1	58	4	2	No	15	5	0.1	10	54.236	542.36
L3P005	3	1	58	4	2	No	20	15	0.05	17.5	35.093	701.86
L3P005	3	1	58	4	2	No	35	20	0.15	27.5	52.586	350.57
L3P005	3	1	58	4	2	No	110	50	0.6	80	68.862	114.77
L3P006	3	1	59	8	3	Yes	15	5	0.1	10	102.813	1028.13
L3P006	3	1	59	8	3	Yes	50	35	0.15	42.5	108.3	722
L3P006	3	1	59	8	3	Yes	160	50	1.1	105	309.211	281.1
L3P006	3	1	59	8	3	Yes	20	15	0.05	17.5	68.172	1363.44
L3P006	3	1	59	8	3	Yes	35	20	0.15	27.5	159.711	1064.74
L3P007	3	1	60	4	2	Yes	125	50	0.75	87.5	142.196	189.59
L3P007	3	1	60	4	2	Yes	15	5	0.1	10	89.352	893.52
L3P007	3	1	60	4	2	Yes	20	15	0.05	17.5	50.694	1013.88
L3P007	3	1	60	4	2	Yes	35	20	0.15	27.5	111.73	744.87
L3P007	3	1	60	4	2	Yes	50	35	0.15	42.5	59.523	396.82
L3P009	3	1	61	8	1	No	15	5	0.1	10	45.268	452.68
L3P009	3	1	61	8	1	No	20	15	0.05	17.5	18.568	371.36
L3P009	3	1	61	8	1	No	35	20	0.15	27.5	43.268	288.45
L3P009	3	1	61	8	1	No	50	35	0.15	42.5	28.468	189.79
L3P009	3	1	61	8	1	No	110	50	0.6	80	54.468	90.78
L3P010	3	1	62	2	2	Yes	69	50	0.19	59.5	42.796	225.24
L3P010	3	1	62	2	2	Yes	15	5	0.1	10	116.952	1169.52
L3P010	3	1	62	2	2	Yes	20	15	0.05	17.5	80.572	1611.44
L3P010	3	1	62	2	2	Yes	35	20	0.15	27.5	172.492	1149.95
L3P010	3	1	62	2	2	Yes	50	35	0.15	42.5	75.663	504.42
L3P012	3	1	63	2	1	No	15	5	0.1	10	62.768	627.68
L3P012	3	1	63	2	1	No	20	15	0.05	17.5	22.196	443.92
L3P012	3	1	63	2	1	No	35	20	0.15	27.5	25.268	168.45
L3P012	3	1	63	2	1	No	50	35	0.15	42.5	12.768	85.12
L3P012	3	1	63	2	1	No	78	50	0.28	64	20.268	72.39
L3P014	3	1	64	2	2	No	84	50	0.34	67	26.856	78.99
L3P014	3	1	64	2	2	No	15	5	0.1	10	41.413	414.13
L3P014	3	1	64	2	2	No	20	15	0.05	17.5	14.875	297.5
L3P014	3	1	64	2	2	No	35	20	0.15	27.5	22.246	148.31
L3P014	3	1	64	2	2	No	50	35	0.15	42.5	11.411	76.07
L3P015	3	1	65	4	2	No	15	5	0.1	10	81.012	810.12
L3P015	3	1	65	4	2	No	20	15	0.05	17.5	43.807	876.14
L3P015	3	1	65	4	2	No	35	20	0.15	27.5	40.086	267.24
L3P015	3	1	65	4	2	No	50	35	0.15	42.5	17.595	117.3
L3P015	3	1	65	4	2	No	82	50	0.32	66	44.878	140.24
L3P016	3	1	66	4	1	No	15	5	0.1	10	91.356	913.56
L3P016	3	1	66	4	1	No	20	15	0.05	17.5	47.591	951.82
L3P016	3	1	66	4	1	No	35	20	0.15	27.5	60.656	404.37
L3P016	3	1	66	4	1	No	50	35	0.15	42.5	26.856	179.04
L3P017	3	1	67	2	2	No	50	35	0.15	42.5	1.534	10.23
L3P017	3	1	67	2	2	No	15	5	0.1	10	55.782	557.82
L3P017	3	1	67	2	2	No	20	15	0.05	17.5	9.698	193.96
L3P017	3	1	67	2	2	No	35	20	0.15	27.5	2.932	19.55
L3P018	3	1	68	8	2	No	15	5	0.1	10	47.568	475.68
L3P018	3	1	68	8	2	No	110	50	0.6	80	16.468	27.45
L3P018	3	1	68	8	2	No	20	15	0.05	17.5	29.155	583.1
L3P018	3	1	68	8	2	No	35	20	0.15	27.5	52.684	351.23
L3P018	3	1	68	8	2	No	50	35	0.15	42.5	34.978	233.19
L3P019	3	1	69	32	3	Yes	15	5	0.1	10	110.358	1103.58
L3P019	3	1	69	32	3	Yes	20	15	0.05	17.5	63.259	1265.18
L3P019	3	1	69	32	3	Yes	35	20	0.15	27.5	129.504	863.36
L3P019	3	1	69	32	3	Yes	50	35	0.15	42.5	71.006	473.37
L3P019	3	1	69	32	3	Yes	115	50	0.65	82.5	53.968	83.03
L3P020	3	1	70	2	1	No	15	5	0.1	10	78.268	782.68
L3P020	3	1	70	2	1	No	20	15	0.05	17.5	33.831	676.62
L3P020	3	1	70	2	1	No	35	20	0.15	27.5	71.068	473.79
L3P020	3	1	70	2	1	No	50	35	0.15	42.5	8.268	55.12
L3P020	3	1	70	2	1	No	140	50	0.9	95	39.068	43.41
L3P021	3	1	71	8	3	Yes	110	50	0.6	80	308.736	514.56
L3P021	3	1	71	8	3	Yes	15	5	0.1	10	158.021	1580.21
L3P021	3	1	71	8	3	Yes	20	15	0.05	17.5	132.078	2641.56
L3P021	3	1	71	8	3	Yes	35	20	0.15	27.5	189.602	1264.01
L3P021	3	1	71	8	3	Yes	50	35	0.15	42.5	141.595	943.97
L3P022	3	1	72	2	2	Yes	15	5	0.1	10	77.112	771.12
L3P022	3	1	72	2	2	Yes	20	15	0.05	17.5	41.982	839.64
L3P022	3	1	72	2	2	Yes	35	20	0.15	27.5	131.352	875.68
L3P022	3	1	72	2	2	Yes	50	35	0.15	42.5	72.992	486.61
L3P022	3	1	72	2	2	Yes	120	50	0.7	85	81.832	116.9
L3P023	3	1	73	4	3	Yes	50	35	0.15	42.5	64.192	427.95
L3P023	3	1	73	4	3	Yes	91	50	0.41	70.5	158.792	387.3
L3P023	3	1	73	4	3	Yes	15	5	0.1	10	52.815	528.15
L3P023	3	1	73	4	3	Yes	20	15	0.05	17.5	30.047	600.94
L3P023	3	1	73	4	3	Yes	35	20	0.15	27.5	77.171	514.47
L3P024	3	1	74	1	1	No	15	5	0.1	10	107.996	1079.96
L3P024	3	1	74	1	1	No	20	15	0.05	17.5	45.331	906.62
L3P024	3	1	74	1	1	No	35	20	0.15	27.5	95.596	637.31
L3P024	3	1	74	1	1	No	50	35	0.15	42.5	89.396	595.97
L3P024	3	1	74	1	1	No	91	50	0.41	70.5	149.768	365.29
L3P025	3	1	75	2	1	No	15	5	0.1	10	51.396	513.96
L3P025	3	1	75	2	1	No	20	15	0.05	17.5	9.615	192.3
L3P025	3	1	75	2	1	No	35	20	0.15	27.5	5.707	38.05
L3P025	3	1	75	2	1	No	50	35	0.15	42.5	0.612	4.08
L3P026	3	1	76	1	1	No	15	5	0.1	10	39.068	390.68
L3P026	3	1	76	1	1	No	20	15	0.05	17.5	4.249	84.98
L3P026	3	1	76	1	1	No	35	20	0.15	27.5	4.913	32.75
L3P026	3	1	76	1	1	No	50	35	0.15	42.5	1.088	7.25
L3P027	3	1	77	32	3	Yes	20	15	0.05	17.5	38.552	771.04
L3P027	3	1	77	32	3	Yes	15	5	0.1	10	80.624	806.24
L3P027	3	1	77	32	3	Yes	35	20	0.15	27.5	91.733	611.55
L3P027	3	1	77	32	3	Yes	50	35	0.15	42.5	50.483	336.55
L3P027	3	1	77	32	3	Yes	94	50	0.44	72	156.104	354.78
L3P028	3	1	78	1	1	No	15	5	0.1	10	79.168	791.68
L3P028	3	1	78	1	1	No	20	15	0.05	17.5	16.903	338.06
L3P028	3	1	78	1	1	No	35	20	0.15	27.5	16.868	112.45
L3P028	3	1	78	1	1	No	50	35	0.15	42.5	12.568	83.79
L3P028	3	1	78	1	1	No	62	50	0.12	56	22.768	189.73
L3P029	3	1	79	4	2	Yes	15	5	0.1	10	108.752	1087.52
L3P029	3	1	79	4	2	Yes	20	15	0.05	17.5	52.782	1055.64
L3P029	3	1	79	4	2	Yes	35	20	0.15	27.5	104.112	694.08
L3P029	3	1	79	4	2	Yes	50	35	0.15	42.5	62.652	417.68
L3P030	3	1	80	8	2	Yes	15	5	0.1	10	150.336	1503.36
L3P030	3	1	80	8	2	Yes	20	15	0.05	17.5	55.806	1116.12
L3P030	3	1	80	8	2	Yes	35	20	0.15	27.5	169.436	1129.57
L3P030	3	1	80	8	2	Yes	50	35	0.15	42.5	121.136	807.57
L3P030	3	1	80	8	2	Yes	82	50	0.32	66	76.905	240.33
L3P032	3	1	81	1	1	No	15	5	0.1	10	74.596	745.96
L3P032	3	1	81	1	1	No	20	15	0.05	17.5	41.291	825.82
L3P032	3	1	81	1	1	No	35	20	0.15	27.5	3.909	26.06
L3P036	3	2	2	1	1	No	15	5	0.1	10	39.968	399.68
L3P036	3	2	2	1	1	No	20	15	0.05	17.5	16.331	326.62
L3P036	3	2	2	1	1	No	35	20	0.15	27.5	42.596	283.97
L3P036	3	2	2	1	1	No	50	35	0.15	42.5	33.768	225.12
L3P036	3	2	2	1	1	No	150	50	1	100	48.768	48.77
L3P049	3	2	3	1	1	No	15	5	0.1	10	65.268	652.68
L3P049	3	2	3	1	1	No	20	15	0.05	17.5	46.831	936.62
L3P049	3	2	3	1	1	No	35	20	0.15	27.5	84.796	565.31
L3P049	3	2	3	1	1	No	50	35	0.15	42.5	38.696	257.97
L3P049	3	2	3	1	1	No	115	50	0.65	82.5	22.696	34.92
L3P045	3	2	6	1	1	Yes	15	5	0.1	10	126.768	1267.68
L3P045	3	2	6	1	1	Yes	20	15	0.05	17.5	58.431	1168.62
L3P045	3	2	6	1	1	Yes	35	20	0.15	27.5	203.268	1355.12
L3P045	3	2	6	1	1	Yes	50	35	0.15	42.5	140.668	937.79
L3P045	3	2	6	1	1	Yes	60	50	0.1	55	22.302	223.02
L3P038	3	2	7	1	1	Yes	15	5	0.1	10	37.068	370.68
L3P038	3	2	7	1	1	Yes	20	15	0.05	17.5	42.003	840.06
L3P038	3	2	7	1	1	Yes	35	20	0.15	27.5	53.956	359.71
L3P042	3	2	9	1	1	No	15	5	0.1	10	67.668	676.68
L3P042	3	2	9	1	1	No	20	15	0.05	17.5	32.131	642.62
L3P042	3	2	9	1	1	No	35	20	0.15	27.5	37.096	247.31
L3P042	3	2	9	1	1	No	50	35	0.15	42.5	20.696	137.97
L3P043	3	2	55	1	1	No	15	5	0.1	10	70.268	702.68
L3P043	3	2	55	1	1	No	20	15	0.05	17.5	23.931	478.62
L3P043	3	2	55	1	1	No	35	20	0.15	27.5	29.096	193.97
