year	plot	location	block	composition	species.richness	functional.richness	legumes	net.effect	complementarity.effect	selection.effect
1	B1P001	1	1	5	1	1	No	75.5	75.5	-1.42E-14
1	B1P003	1	1	15	2	2	No	47.55	-40.04545067	87.59545067
1	B1P004	1	1	7	1	1	Yes	-25.2	-25.2	1.07E-14
1	B1P005	1	1	16	2	2	No	333.3	223.4487032	109.8512968
1	B1P006	1	1	8	1	1	No	-48.55	-48.55	-1.42E-14
1	B1P007	1	1	4	1	1	No	1.8	1.8	3.66E-14
1	B1P008	1	1	13	2	2	Yes	78.75	138.1663134	-59.41631337
1	B1P013	1	1	20	4	2	No	110.25	85.36736255	24.88263745
1	B1P018	1	1	6	1	1	Yes	-172.1	-172.1	-2.84E-14
1	B1P019	1	1	11	2	1	No	52.75	-53.12909848	105.8790985
1	B1P020	1	1	10	1	1	No	0.15	0.15	2.14E-15
1	B1P021	1	1	3	1	1	No	-145.7	-145.7	-2.84E-14
1	B1P024	1	1	9	1	1	No	23.3	23.3	2.49E-14
1	B1P025	1	1	14	2	2	Yes	-116.4	-107.6362176	-8.763782359
1	B1P027	1	1	12	2	1	No	116.95	110.2147751	6.735224877
1	B1P030	1	1	1	1	1	No	-0.15	-0.15	-1.35E-14
1	B1P031	1	1	19	4	2	Yes	57.45	-35.61647403	93.06647403
1	B1P032	1	1	2	1	1	No	-64.25	-64.25	1.42E-14
1	B1P033	1	2	7	1	1	Yes	25.2	25.2	1.78E-14
1	B1P034	1	2	13	2	2	Yes	-85.15	-109.8922214	24.74222142
1	B1P035	1	2	15	2	2	No	121.45	0.909105757	120.5408942
1	B1P039	1	2	1	1	1	No	0.15	0.15	1.55E-14
1	B1P040	1	2	20	4	2	No	29.95	-22.41237132	52.36237132
1	B1P042	1	2	2	1	1	No	64.25	64.25	-1.42E-14
1	B1P043	1	2	9	1	1	No	-23.3	-23.3	-2.49E-14
1	B1P046	1	2	11	2	1	No	372.35	198.3430933	174.0069067
1	B1P047	1	2	8	1	1	No	48.55	48.55	-2.13E-14
1	B1P048	1	2	6	1	1	Yes	172.1	172.1	-2.84E-14
1	B1P049	1	2	16	2	2	No	19.3	-49.45362792	68.75362792
1	B1P052	1	2	4	1	1	No	-1.8	-1.8	1.24E-14
1	B1P053	1	2	10	1	1	No	-0.15	-0.15	-2.14E-15
1	B1P054	1	2	12	2	1	No	93.75	89.65201571	4.097984291
1	B1P057	1	2	19	4	2	Yes	276.95	153.5971814	123.3528186
1	B1P058	1	2	3	1	1	No	145.7	145.7	2.84E-14
1	B1P060	1	2	14	2	2	Yes	130.5	146.1878715	-15.68787152
1	B1P063	1	2	5	1	1	No	-75.5	-75.5	1.42E-14
1	C2P001	2	1	38	1	1	No	-88.34995	-88.34995	-1.42E-14
1	C2P002	2	1	5	1	1	No	87.04995	87.04995	0
1	C2P003	2	1	51	4	3	Yes	112.481325	194.2675716	-81.78624658
1	C2P004	2	1	45	2	2	No	-128.837575	-119.9186937	-8.918881325
1	C2P005	2	1	39	1	1	No	26.17515	26.17515	-3.55E-14
1	C2P006	2	1	52	8	3	Yes	151.160475	55.36986611	95.79060889
1	C2P007	2	1	9	1	1	No	-22.8	-22.8	-3.55E-15
1	C2P008	2	1	3	1	1	No	-15.4	-15.4	0
1	C2P009	2	1	49	4	3	Yes	263.9504125	149.826447	114.1239655
1	C2P010	2	1	40	1	1	No	11.57495	11.57495	-3.55E-15
1	C2P012	2	1	37	1	1	No	13.22495	13.22495	1.78E-15
1	C2P013	2	1	37	1	1	No	-13.22495	-13.22495	-1.78E-15
1	C2P014	2	1	36	1	1	Yes	-33.54995	-33.54995	0
1	C2P015	2	1	33	1	1	No	-12.99995	-12.99995	0
1	C2P016	2	1	33	1	1	No	12.99995	12.99995	-1.24E-14
1	C2P017	2	1	34	1	1	Yes	-13.225	-13.225	3.55E-15
1	C2P018	2	1	3	1	1	No	15.4	15.4	1.78E-15
1	C2P019	2	1	32	1	1	No	-2.6501	-2.6501	-3.11E-15
1	C2P020	2	1	49	4	3	Yes	256.1501125	289.705248	-33.55513553
1	C2P021	2	1	39	1	1	No	-26.17515	-26.17515	-3.55E-15
1	C2P024	2	1	45	2	2	No	-99.487575	-89.04589659	-10.44167841
1	C2P025	2	1	34	1	1	Yes	13.225	13.225	1.78E-15
1	C2P026	2	1	54	14	3	Yes	411.451975	406.377293	5.074682026
1	C2P027	2	1	50	4	3	Yes	-81.25635	40.78178398	-122.038134
1	C2P028	2	1	43	2	1	No	69.77465	46.39622415	23.37842585
1	C2P029	2	1	48	4	3	Yes	-41.4061625	-42.37735246	0.971189962
1	C2P030	2	1	5	1	1	No	-87.04995	-87.04995	0
1	C2P032	2	1	35	1	1	Yes	48.30005	48.30005	-7.11E-15
1	C2P033	2	1	47	4	3	Yes	-2.7000125	21.73112397	-24.43113647
1	C2P034	2	1	31	1	1	No	-81.5499	-81.5499	0
1	C2P035	2	1	43	2	1	No	48.07515	-9.488908453	57.56405845
1	C2P036	2	1	51	4	3	Yes	286.130925	405.3241706	-119.1932456
1	C2P038	2	1	38	1	1	No	88.34995	88.34995	1.42E-14
1	C2P039	2	1	44	2	2	No	46.037425	84.01589387	-37.97846887
1	C2P040	2	1	54	14	3	Yes	344.851975	413.4802955	-68.62832048
1	C2P041	2	1	32	1	1	No	2.6501	2.6501	3.11E-15
1	C2P042	2	1	44	2	2	No	40.987525	78.46622196	-37.47869696
1	C2P043	2	1	48	4	3	Yes	216.6435375	425.5255267	-208.8819892
1	C2P044	2	1	35	1	1	Yes	-48.30005	-48.30005	0
1	C2P045	2	1	50	4	3	Yes	-71.10625	69.02006089	-140.1263109
1	C2P046	2	1	31	1	1	No	81.5499	81.5499	1.42E-14
1	C2P047	2	1	9	1	1	No	22.8	22.8	-3.55E-15
1	C2P048	2	1	42	2	1	No	35.349975	52.11570042	-16.76572542
1	C2P049	2	1	36	1	1	Yes	33.54995	33.54995	-7.11E-15
1	C2P050	2	1	42	2	1	No	-40.550225	-65.93136462	25.38113962
1	C2P051	2	1	40	1	1	No	-11.57495	-11.57495	3.55E-15
1	C2P052	2	1	46	2	2	Yes	187.774925	443.2095162	-255.4345912
1	C2P053	2	1	47	4	3	Yes	-37.0501125	-17.61170645	-19.43840605
1	C2P054	2	1	53	8	3	Yes	177.790625	504.377046	-326.586421
1	C2P055	2	1	52	8	3	Yes	104.459475	-8.29410166	112.7535767
1	C2P056	2	1	41	1	1	No	59.67495	59.67495	7.11E-15
1	C2P057	2	1	41	1	1	No	-59.67495	-59.67495	7.11E-15
1	C2P058	2	1	46	2	2	Yes	32.574925	11.51008531	21.06483969
1	C2P064	2	1	54	14	3	Yes	497.552075	955.0020958	-457.4500208
1	C2P065	2	1	54	14	3	Yes	246.351875	234.4918674	11.86000761
1	C2P067	2	1	53	8	3	Yes	240.490725	531.3291635	-290.8384385
1	L3P001	3	1	55	1	1	No	NA	NA	NA
1	L3P004	3	1	9	1	1	No	NA	NA	NA
1	L3P008	3	1	6	1	1	Yes	NA	NA	NA
1	L3P010	3	1	62	2	2	Yes	NA	NA	NA
1	L3P011	3	1	2	1	1	No	NA	NA	NA
1	L3P012	3	1	63	2	1	No	NA	NA	NA
1	L3P013	3	1	7	1	1	Yes	NA	NA	NA
1	L3P014	3	1	64	2	2	No	NA	NA	NA
1	L3P017	3	1	67	2	2	No	NA	NA	NA
1	L3P020	3	1	70	2	1	No	NA	NA	NA
1	L3P022	3	1	72	2	2	Yes	NA	NA	NA
1	L3P024	3	1	74	1	1	No	NA	NA	NA
1	L3P025	3	1	75	2	1	No	NA	NA	NA
1	L3P026	3	1	76	1	1	No	NA	NA	NA
1	L3P028	3	1	78	1	1	No	NA	NA	NA
1	L3P031	3	1	3	1	1	No	NA	NA	NA
1	L3P032	3	1	81	1	1	No	NA	NA	NA
1	L3P036	3	2	2	1	1	No	NA	NA	NA
1	L3P037	3	2	81	1	1	No	NA	NA	NA
1	L3P038	3	2	7	1	1	Yes	NA	NA	NA
1	L3P040	3	2	62	2	2	Yes	NA	NA	NA
1	L3P041	3	2	64	2	2	No	NA	NA	NA
1	L3P042	3	2	9	1	1	No	NA	NA	NA
1	L3P043	3	2	55	1	1	No	NA	NA	NA
1	L3P045	3	2	6	1	1	Yes	NA	NA	NA
1	L3P046	3	2	67	2	2	No	NA	NA	NA
1	L3P047	3	2	63	2	1	No	NA	NA	NA
1	L3P049	3	2	3	1	1	No	NA	NA	NA
1	L3P052	3	2	70	2	1	No	NA	NA	NA
1	L3P053	3	2	76	1	1	No	NA	NA	NA
1	L3P057	3	2	75	2	1	No	NA	NA	NA
1	L3P058	3	2	78	1	1	No	NA	NA	NA
1	L3P061	3	2	74	1	1	No	NA	NA	NA
1	L3P064	3	2	72	2	2	Yes	NA	NA	NA
1	M4P001	4	1	93	2	2	Yes	NA	NA	NA
1	M4P003	4	1	82	1	1	No	NA	NA	NA
1	M4P004	4	1	88	1	1	Yes	NA	NA	NA
1	M4P011	4	1	91	2	2	No	NA	NA	NA
1	M4P014	4	1	85	1	1	No	NA	NA	NA
1	M4P015	4	1	84	1	1	No	NA	NA	NA
1	M4P017	4	1	94	2	1	No	NA	NA	NA
1	M4P021	4	1	87	1	1	No	NA	NA	NA
1	M4P028	4	1	83	1	1	No	NA	NA	NA
1	M4P030	4	1	86	1	1	No	NA	NA	NA
1	M4P031	4	2	84	1	1	No	NA	NA	NA
1	M4P036	4	2	94	2	1	No	NA	NA	NA
1	M4P037	4	2	91	2	2	No	NA	NA	NA
1	M4P039	4	2	86	1	1	No	NA	NA	NA
1	M4P043	4	2	83	1	1	No	NA	NA	NA
1	M4P047	4	2	88	1	1	Yes	NA	NA	NA
1	M4P048	4	2	93	2	2	Yes	NA	NA	NA
1	M4P049	4	2	87	1	1	No	NA	NA	NA
1	M4P050	4	2	82	1	1	No	NA	NA	NA
1	M4P052	4	2	85	1	1	No	NA	NA	NA
1	R5P003	5	1	108	1	1	No	121.6	121.6	-1.42E-14
1	R5P004	5	1	117	2	2	Yes	-33.4	-8.794803221	-24.60519678
1	R5P005	5	1	5	1	1	No	69.4	69.4	1.42E-14
1	R5P006	5	1	127	4	3	Yes	119.2	-25.9695965	145.1695965
1	R5P007	5	1	131	4	2	Yes	554.85	306.2297698	248.6202302
1	R5P008	5	1	118	2	2	No	-49.6	-73.39006825	23.79006825
1	R5P009	5	1	135	8	2	No	238.625	127.368237	111.256763
1	R5P010	5	1	7	1	1	Yes	77	77	2.84E-14
1	R5P011	5	1	112	1	1	No	117.8	117.8	0
1	R5P012	5	1	120	2	2	Yes	NA	NA	NA
1	R5P013	5	1	113	1	1	No	116	116	1.42E-14
1	R5P014	5	1	130	4	2	No	25.2	47.21492339	-22.01492339
1	R5P015	5	1	124	4	1	No	308.25	159.955087	148.294913
1	R5P016	5	1	116	2	2	Yes	491.6	187.6119836	303.9880164
1	R5P017	5	1	1	1	1	No	102.6	102.6	0
1	R5P018	5	1	119	2	2	No	-96.5	-83.7355618	-12.7644382
1	R5P019	5	1	126	4	2	Yes	274.5	170.7169935	103.7830065
1	R5P020	5	1	110	1	1	Yes	29.6	29.6	3.55E-15
1	R5P022	5	1	132	4	2	Yes	-98.6	-138.9478282	40.3478282
1	R5P023	5	1	114	2	1	No	51.5	46.72615051	4.773849493
1	R5P024	5	1	121	2	2	Yes	163.2	66.13658676	97.06341324
1	R5P025	5	1	109	1	1	No	-45.8	-45.8	-2.13E-14
1	R5P026	5	1	111	1	1	No	32.8	32.8	-1.42E-14
1	R5P027	5	1	9	1	1	No	109.4	109.4	4.26E-14
1	R5P028	5	1	133	8	3	Yes	-29.35	-108.8775847	79.52758469
1	R5P029	5	1	135	8	2	No	164.625	63.77992512	100.8450749
1	R5P030	5	1	134	8	3	Yes	84.55	-73.6821026	158.2321026
1	R5P031	5	1	128	4	3	Yes	56.35	-78.57156614	134.9215661
1	R5P032	5	1	115	2	1	No	-1.4	-95.39407861	93.99407861
1	R5P035	5	1	125	4	2	Yes	161.05	-17.1361107	178.1861107
1	R5P036	5	1	129	4	2	No	69.55	-65.61115707	135.1611571
1	R5P037	5	1	123	3	3	Yes	273.4	165.4210776	107.9789224
1	R5P038	5	1	124	4	1	No	105.85	23.63255841	82.21744159
1	R5P041	5	2	1	1	1	No	-102.6	-102.6	1.42E-14
1	R5P042	5	2	125	4	2	Yes	-41.75	-160.2314028	118.4814028
1	R5P043	5	2	111	1	1	No	-32.8	-32.8	7.11E-15
1	R5P045	5	2	135	8	2	No	-291.775	-311.4806418	19.7056418
1	R5P046	5	2	132	4	2	Yes	271.8	163.2878927	108.5121073
1	R5P047	5	2	131	4	2	Yes	266.85	96.90890486	169.9410951
1	R5P048	5	2	114	2	1	No	-5.7	-13.55931902	7.859319025
1	R5P049	5	2	119	2	2	No	7.9	21.4539701	-13.5539701
1	R5P050	5	2	123	3	3	Yes	240.6	146.6157341	93.98426586
1	R5P051	5	2	134	8	3	Yes	117.75	-13.64823338	131.3982334
1	R5P052	5	2	133	8	3	Yes	-16.15	-47.8871651	31.7371651
1	R5P053	5	2	120	2	2	Yes	33.2	47.31060106	-14.11060106
1	R5P055	5	2	129	4	2	No	-89.65	-187.9203479	98.27034788
1	R5P056	5	2	127	4	3	Yes	307.6	113.258267	194.341733
1	R5P057	5	2	135	8	2	No	3.425	-92.31359388	95.73859388
1	R5P059	5	2	130	4	2	No	NA	NA	NA
1	R5P060	5	2	7	1	1	Yes	-77	-77	0
1	R5P061	5	2	118	2	2	No	140.4	118.0108294	22.38917059
1	R5P062	5	2	121	2	2	Yes	75.2	-1.160243188	76.36024319
1	R5P063	5	2	9	1	1	No	-109.4	-109.4	0
1	R5P064	5	2	128	4	3	Yes	-70.05	-114.6056667	44.55566672
1	R5P065	5	2	116	2	2	Yes	211.2	-27.09302725	238.2930273
1	R5P066	5	2	124	4	1	No	193.05	92.09453157	100.9554684
1	R5P067	5	2	110	1	1	Yes	-29.6	-29.6	-1.07E-14
1	R5P068	5	2	115	2	1	No	-55.4	-145.5344227	90.1344227
1	R5P069	5	2	124	4	1	No	-85.35	-133.4621912	48.11219117
1	R5P070	5	2	112	1	1	No	-117.8	-117.8	0
1	R5P071	5	2	108	1	1	No	-121.6	-121.6	1.42E-14
1	R5P072	5	2	5	1	1	No	-69.4	-69.4	-4.26E-14
1	R5P073	5	2	117	2	2	Yes	-17.8	-26.75500142	8.955001422
1	R5P074	5	2	109	1	1	No	45.8	45.8	2.13E-14
1	R5P075	5	2	126	4	2	Yes	-101.9	-144.8681409	42.96814095
1	R5P076	5	2	113	1	1	No	-116	-116	0
1	R6P001	6	2	153	4	3	Yes	-0.955	0.299211373	-1.254211373
1	R6P002	6	2	140	1	1	Yes	-49.39	-49.39	0
1	R6P003	6	2	10	1	1	No	NA	NA	NA
1	R6P004	6	2	141	1	1	Yes	12.1	12.1	1.78E-15
1	R6P005	6	2	137	1	1	No	-2.495	-2.495	0
1	R6P008	6	1	10	1	1	No	0.265	0.265	0
1	R6P009	6	1	159	12	3	Yes	-22.90272727	82.04585021	-104.9485775
1	R6P010	6	1	159	12	3	Yes	-22.25272727	80.63752836	-102.8902556
1	R6P011	6	1	141	1	1	Yes	-12.1	-12.1	1.78E-15
1	R6P012	6	1	144	2	1	No	13.045	8.642537734	4.402462266
1	R6P013	6	1	153	4	3	Yes	2.095	-3.091258597	5.186258597
1	R6P014	6	1	143	1	1	No	NA	NA	NA
1	R6P015	6	1	148	2	1	No	1.575	1.377972344	0.197027656
1	R6P017	6	1	158	8	3	Yes	-11.35214286	-18.25367936	6.9015365
1	R6P018	6	1	156	8	3	Yes	-17.8375	162.8222553	-180.6597553
1	R6P019	6	2	149	2	1	Yes	NA	NA	NA
1	R6P020	6	2	152	4	2	No	27.73079333	173.8874926	-146.1566993
1	R6P021	6	2	6	1	1	Yes	-5.235	-5.235	-1.78E-15
1	R6P023	6	2	159	12	3	Yes	7.877272727	584.0437028	-576.1664301
1	R6P024	6	2	158	8	3	Yes	-5.582142857	-9.414600459	3.832457602
1	R6P025	6	2	156	8	3	Yes	-24.6675	-13.07812243	-11.58937757
1	R6P026	6	2	155	4	3	Yes	NA	NA	NA
1	R6P027	6	2	151	4	2	Yes	NA	NA	NA
1	R6P028	6	2	146	2	2	Yes	6.245	-3.396439879	9.641439879
1	R6P029	6	2	145	2	2	Yes	30.515	13.90598727	16.60901273
1	R6P030	6	2	113	1	1	No	NA	NA	NA
1	R6P031	6	1	151	4	2	Yes	-43.54125	84.4421934	-127.9834434
1	R6P032	6	1	145	2	2	Yes	-0.185	-14.83450287	14.64950287
1	R6P033	6	1	137	1	1	No	2.495	2.495	-4.44E-16
1	R6P034	6	1	147	2	2	No	-0.01	-0.01	0
1	R6P035	6	1	7	1	1	Yes	-15.75	-15.75	1.78E-15
1	R6P036	6	1	3	1	1	No	47.315	47.315	7.11E-15
1	R6P037	6	1	155	4	3	Yes	NA	NA	NA
1	R6P038	6	1	152	4	2	No	53.03333333	246.2482377	-193.2149044
1	R6P040	6	1	142	1	1	No	0.9	0.9	0
1	R6P041	6	1	139	1	1	No	0.01	0.01	-1.73E-18
1	R6P043	6	2	154	4	3	Yes	-11.41	2076.030462	-2087.440462
1	R6P044	6	2	148	2	1	No	21.805	19.17868829	2.626311708
1	R6P045	6	2	157	8	3	Yes	10.16357143	-6.861910863	17.02548229
1	R6P046	6	2	139	1	1	No	-0.01	-0.01	0
1	R6P047	6	2	147	2	2	No	-0.01	-0.01	0
1	R6P048	6	2	3	1	1	No	-47.315	-47.315	0
1	R6P051	6	2	144	2	1	No	-43.865	-31.51477887	-12.35022113
1	R6P052	6	2	146	2	2	Yes	37.965	13.00159254	24.96340746
1	R6P053	6	2	138	1	1	No	13.495	13.495	-3.55E-15
1	R6P054	6	2	159	12	3	Yes	7.627272727	-9.640755416	17.26802814
1	R6P056	6	1	154	4	3	Yes	36.61	147.3643688	-110.7543688
1	R6P057	6	1	140	1	1	Yes	49.39	49.39	7.11E-15
1	R6P058	6	1	149	2	1	Yes	NA	NA	NA
1	R6P059	6	1	113	1	1	No	0.365	0.365	0
1	R6P060	6	1	138	1	1	No	-13.495	-13.495	-1.78E-15
1	R6P062	6	1	150	4	2	Yes	24.54625	-2.671592294	27.21784229
1	R6P063	6	1	6	1	1	Yes	5.235	5.235	-1.24E-14
1	R6P066	6	1	157	8	3	Yes	17.47357143	299.2759736	-281.8024022
1	R6P067	6	2	143	1	1	No	NA	NA	NA
1	R6P068	6	2	7	1	1	Yes	15.75	15.75	-1.78E-15
1	R6P069	6	2	142	1	1	No	NA	NA	NA
1	R6P072	6	2	150	4	2	Yes	-11.60375	-30.82696088	19.22321088
1	S7P001	7	1	108	1	1	No	-10.95	-10.95	1.78E-15
1	S7P002	7	1	167	2	2	Yes	21.825	78.74494251	-56.91994251
1	S7P003	7	1	161	1	1	No	-4.9	-4.9	8.88E-16
1	S7P004	7	1	139	1	1	No	2	2	-2.22E-15
1	S7P005	7	1	176	8	3	Yes	52.45625	36.36151348	16.09473652
1	S7P006	7	1	109	1	1	No	-0.5	-0.5	-1.11E-16
1	S7P007	7	1	165	2	2	No	27.175	16.57819993	10.59680007
1	S7P008	7	1	164	2	1	No	17.675	16.63961788	1.035382119
1	S7P009	7	1	172	4	3	Yes	66.1	41.13119482	24.96880518
1	S7P010	7	1	160	1	1	No	0	0	0
1	S7P011	7	1	169	4	3	Yes	7.4125	21.28100317	-13.86850317
1	S7P012	7	1	177	12	3	Yes	17.70833333	261.1196813	-243.4113479
1	S7P013	7	1	168	2	2	Yes	7.2	-36.7399226	43.9399226
1	S7P014	7	1	1	1	1	No	-0.05	-0.05	-5.07E-16
1	S7P015	7	1	171	4	3	Yes	20.525	218.0762948	-197.5512948
1	S7P016	7	1	163	1	1	No	-0.3	-0.3	0
1	S7P017	7	1	141	1	1	Yes	-1.9	-1.9	-6.66E-15
1	S7P018	7	1	111	1	1	No	-2.25	-2.25	4.44E-16
1	S7P019	7	1	174	8	3	Yes	65.35625	967.3135666	-901.9573166
1	S7P020	7	1	7	1	1	Yes	-0.05	-0.05	-1.21E-14
1	S7P021	7	1	162	1	1	No	-0.2	-0.2	-2.78E-17
1	S7P022	7	1	173	8	3	Yes	47.325	579.0886922	-531.7636922
1	S7P023	7	1	177	12	3	Yes	19.70833333	324.1013361	-304.3930027
1	S7P024	7	1	9	1	1	No	-2.6	-2.6	8.88E-16
1	S7P025	7	1	170	4	3	Yes	13.725	963.6131693	-949.8881693
1	S7P026	7	1	175	8	3	Yes	49.1875	441.4931377	-392.3056377
1	S7P027	7	1	166	2	2	No	46.925	42.26930443	4.655695572
1	S7P028	7	2	175	8	3	Yes	29.5875	56.81004353	-27.22254353
1	S7P029	7	2	162	1	1	No	0.2	0.2	-2.78E-17
1	S7P030	7	2	168	2	2	Yes	13.2	-37.13100459	50.33100459
1	S7P031	7	2	171	4	3	Yes	19.725	60.95815438	-41.23315438
1	S7P032	7	2	166	2	2	No	47.925	46.64702703	1.277972972
1	S7P033	7	2	1	1	1	No	0.05	0.05	8.05E-16
1	S7P034	7	2	177	12	3	Yes	25.30833333	68.82629868	-43.51796535
1	S7P035	7	2	160	1	1	No	0	0	0
1	S7P036	7	2	169	4	3	Yes	18.7125	22.39523457	-3.682734567
1	S7P037	7	2	172	4	3	Yes	77.2	51.01590656	26.18409344
1	S7P038	7	2	111	1	1	No	2.25	2.25	-4.44E-16
1	S7P039	7	2	177	12	3	Yes	29.20833333	34.87209156	-5.663758222
1	S7P040	7	2	173	8	3	Yes	82.325	108.0925555	-25.76755551
1	S7P041	7	2	109	1	1	No	0.5	0.5	1.11E-16
1	S7P042	7	2	170	4	3	Yes	18.325	157.949201	-139.624201
1	S7P043	7	2	163	1	1	No	0.3	0.3	0
1	S7P044	7	2	176	8	3	Yes	34.65625	37.60126801	-2.945018012
1	S7P045	7	2	7	1	1	Yes	0.05	0.05	-1.63E-14
1	S7P046	7	2	164	2	1	No	28.775	16.36638985	12.40861015
1	S7P047	7	2	108	1	1	No	10.95	10.95	-7.11E-15
1	S7P048	7	2	9	1	1	No	2.6	2.6	5.33E-15
1	S7P049	7	2	161	1	1	No	4.9	4.9	-2.66E-15
1	S7P050	7	2	165	2	2	No	33.775	25.76019839	8.014801614
1	S7P051	7	2	174	8	3	Yes	72.55625	95.32191041	-22.76566041
1	S7P052	7	2	167	2	2	Yes	48.825	94.21819431	-45.39319431
1	S7P053	7	2	141	1	1	Yes	1.9	1.9	-2.18E-14
1	S7P054	7	2	139	1	1	No	-2	-2	-2.22E-16
1	S8P001	8	1	187	4	2	No	-18.53625	-98.98856218	80.45231218
1	S8P003	8	1	4	1	1	No	134.515	134.515	0
1	S8P005	8	1	113	1	1	No	67.6875	67.6875	0
1	S8P006	8	1	179	1	1	No	-132.16	-132.16	0
1	S8P007	8	1	143	1	1	No	54.1725	54.1725	-4.97E-14
1	S8P008	8	1	189	4	3	Yes	319.5875	313.7587694	5.828730614
1	S8P009	8	1	141	1	1	Yes	17.7275	17.7275	-7.11E-15
1	S8P011	8	1	188	4	2	Yes	67.0925	59.62504787	7.467452134
1	S8P012	8	1	181	2	1	No	-55.53875	-51.91069016	-3.62805984
1	S8P013	8	1	185	4	1	No	-179.92875	-162.579968	-17.34878196
1	S8P014	8	1	183	2	2	Yes	101.36875	-38.53682507	139.9055751
1	S8P015	8	1	190	4	3	Yes	96.96	267.092413	-170.132413
1	S8P018	8	1	2	1	1	No	56.6275	56.6275	-1.42E-14
1	S8P020	8	1	16	2	2	No	56.2025	39.39928083	16.80321917
1	S8P022	8	1	5	1	1	No	-77.4875	-77.4875	-1.42E-14
1	S8P023	8	1	182	2	2	Yes	216.33125	925.9037449	-709.5724949
1	S8P026	8	1	108	1	1	No	-51.035	-51.035	7.11E-15
1	S8P027	8	1	180	2	1	No	27.07625	-14.77676988	41.85301988
1	S8P029	8	1	199	11	3	Yes	16.87568182	-48.25944845	65.13513027
1	S8P031	8	1	192	8	2	No	38.790625	24.48810883	14.30251617
1	S8P032	8	1	178	1	1	No	-18	-18	-1.42E-14
1	S8P033	8	1	194	8	3	Yes	8.4259375	-46.47127284	54.89721034
1	S8P034	8	1	184	2	2	No	-29.39	-151.6785419	122.2885419
1	S8P036	8	1	7	1	1	Yes	11.455	11.455	1.78E-15
1	S8P038	8	1	9	1	1	No	4.97	4.97	2.66E-14
1	S8P040	8	1	195	8	3	Yes	469.2009375	663.395723	-194.1947855
1	S8P044	8	2	7	1	1	Yes	-11.455	-11.455	1.78E-15
1	S8P045	8	2	5	1	1	No	77.4875	77.4875	1.42E-14
1	S8P046	8	2	187	4	2	No	-181.52125	-140.1957872	-41.32546277
1	S8P047	8	2	194	8	3	Yes	-46.4040625	4.867072003	-51.2711345
1	S8P048	8	2	184	2	2	No	-19.775	-137.6273093	117.8523093
1	S8P050	8	2	192	8	2	No	-45.819375	-45.80293307	-0.0164
1	S8P051	8	2	141	1	1	Yes	-17.7275	-17.7275	0
1	S8P052	8	2	113	1	1	No	-67.6875	-67.6875	0
1	S8P053	8	2	9	1	1	No	-4.97	-4.97	-2.66E-14
1	S8P056	8	2	178	1	1	No	18	18	1.42E-14
1	S8P059	8	2	143	1	1	No	-54.1725	-54.1725	-7.11E-15
1	S8P060	8	2	195	8	3	Yes	187.1959375	170.7563343	16.43960319
1	S8P061	8	2	182	2	2	Yes	245.17125	717.8526207	-472.6813707
1	S8P063	8	2	185	4	1	No	11.64625	115.8025838	-104.1563338
1	S8P064	8	2	16	2	2	No	-195.7275	-199.6612953	3.933795271
1	S8P065	8	2	2	1	1	No	-56.6275	-56.6275	-2.13E-14
1	S8P068	8	2	179	1	1	No	132.16	132.16	-5.68E-14
1	S8P069	8	2	181	2	1	No	-74.58375	-46.0974265	-28.4863235
1	S8P070	8	2	183	2	2	Yes	127.31375	-20.96250531	148.2762553
1	S8P071	8	2	188	4	2	Yes	253.1275	149.128576	103.998924
1	S8P072	8	2	199	11	3	Yes	45.23068182	85.48696294	-40.25628112
1	S8P073	8	2	189	4	3	Yes	118.3775	65.81071431	52.56678569
1	S8P074	8	2	108	1	1	No	51.035	51.035	4.97E-14
1	S8P077	8	2	4	1	1	No	-134.515	-134.515	0
1	S8P078	8	2	190	4	3	Yes	83.09	-38.10310927	121.1931093
1	S8P079	8	2	180	2	1	No	-65.70375	-106.7925678	41.08881782
2	B1P001	1	1	5	1	1	No	-93.4	-93.4	0
2	B1P003	1	1	15	2	2	No	239.475	159.0808319	80.3941681
2	B1P004	1	1	7	1	1	Yes	39.65	39.65	0
2	B1P005	1	1	16	2	2	No	216.35	130.6688512	85.68114876
2	B1P006	1	1	8	1	1	No	-18.25	-18.25	0
2	B1P007	1	1	4	1	1	No	-54.95	-54.95	0
2	B1P008	1	1	13	2	2	Yes	433.85	643.3696573	-209.5196573
2	B1P013	1	1	20	4	2	No	24.7875	23.72319256	1.06430744
2	B1P018	1	1	6	1	1	Yes	283.25	283.25	0
2	B1P019	1	1	11	2	1	No	126.975	14.12797605	112.847024
2	B1P020	1	1	10	1	1	No	33.3	33.3	0
2	B1P021	1	1	3	1	1	No	-37.95	-37.95	0
2	B1P024	1	1	9	1	1	No	61.15	61.15	0
2	B1P025	1	1	14	2	2	Yes	631.9	125.9342825	505.9657175
2	B1P027	1	1	12	2	1	No	-130.175	-177.2381993	47.06319926
2	B1P030	1	1	1	1	1	No	-60.35	-60.35	0
2	B1P031	1	1	19	4	2	Yes	417.1125	306.6228446	110.4896554
2	B1P032	1	1	2	1	1	No	2.1	2.1	0
2	B1P033	1	2	7	1	1	Yes	-39.65	-39.65	0
2	B1P034	1	2	13	2	2	Yes	624.45	974.3541917	-349.9041917
2	B1P035	1	2	15	2	2	No	138.675	76.69995852	61.97504148
2	B1P039	1	2	1	1	1	No	60.35	60.35	0
