#  Litter decomposition data published in Seidelmann et al.,,,,,,
#  Dataset owners: Katrin N. Seidelmann, Michael Scherer-Lorenzen , Pascal A. Niklaus,,,,
#  Contributions of Katherina A. Pietsch to microclimate data,,,,,,
#  Basic plot level data presenting the experimental design of the BEF-China experiment were obtained from the cited ,,,,,,
#  datasets prepared by Helge Bruelheide, Karsten Schmidt, Karin Nadrowski, Gunnar Seidler,,,
#,,,,,,
#  Column description:,,,,,,
#  site: experimental site (A or B),,,,,,
#  plot: experimental plot (A/C32...),,,,,,
#  subplot: subplot (S1, S2 or S3),,,,,
#  litter_sp: litter species (Schima superba (Schi), Pinus massoniana (Pin) or Osmanthus fragrans (Osm)),,,,,
#  subplot_k: decomposition rate constant k per day (0.001546549, ....),,,,,
#  plot_div: number of tree species planted (0,1,2,4,8,16, 24)
#  plot_composition: tree species mixture at the plot level (CaHe|NySi),,,,,,
#  subplot_shape: subplot  microrelief (linear scale ranging from 1 [strongly concave] to 5 [strongly convex]),,,,,,
#  subplot_GRA_NS: subplot north-south gradient,,,,,,
#  subplot_GRA_EW: subplot east-west gradient,,,,,,
#  subplot_div: number of tree species around subplot position (0-4),,,,,,
#  mean_tree_height: mean height of trees around subplot position [m],,,,,,
#  subplot_composition: tree species mixture around subplot position (CaHe/NySi, ...),,,,,
#  soil_moist_mean: mean annual soil moisture [cm3/cm3],,,,,,
#  air_temp_mean: mean annual air temperature [°C],,,,,,
#  air_temp_ampl: mean daily air temperature amplitude [°C],,,,,,
#  air_temp_ampl_ann: mean annual air temperature amplitude [°C],,,,,,
#  air_hum_mean: mean annual air humidity [%];,,,,,,
#  plot_GRA_NS: plot north-south gradient,,,,,,
#  plot_GRA_EW: plot east-west gradient,,,,,,
#  plot_altitude [m],,,,,,
#  plot_potential_solar_radiation [kWh/m²],,,,,,
#,,,,,,
#,,,,,,
site;plot;subplot;litter_sp;subplot_k;plot_div;plot_composition;subplot_shape;subplot_GRA_NS;subplot_GRA_EW;subplot_div;mean_tree_height;subplot_composition;soil_moist_mean;air_temp_mean; air_temp_ampl; air_temp_ampl_ann; air_hum_mean;GRA_NS_plot;GRA_EW_plot;plot_altitude;plot_potential_solar_radiation,,,,,,
A;K09;S2;Osm;5.80337955;1;CyGl;3;-0.603597761;-0.582887582;1;2.5;CyGl;NA;NA;NA;NA;NA;-0.722985267;-0.221038778;229.43;1348919.79,,,,,,
A;K09;S2;Pin;2.05998335;1;CyGl;3;-0.603597761;-0.582887582;1;2.5;CyGl;NA;NA;NA;NA;NA;-0.722985267;-0.221038778;229.43;1348919.79,,,,,,
A;K09;S2;Schi;5.2220477;1;CyGl;3;-0.603597761;-0.582887582;1;2.5;CyGl;NA;NA;NA;NA;NA;-0.722985267;-0.221038778;229.43;1348919.79,,,,,,
A;K09;S3;Pin;3.3606718;1;CyGl;2;-0.390642813;-0.6766132;1;3;CyGl;NA;NA;NA;NA;NA;-0.722985267;-0.221038778;229.43;1348919.79,,,,,,
A;K09;S3;Osm;5.8636593;1;CyGl;2;-0.390642813;-0.6766132;1;3;CyGl;NA;NA;NA;NA;NA;-0.722985267;-0.221038778;229.43;1348919.79,,,,,,
A;K09;S3;Schi;9.4604204;1;CyGl;2;-0.390642813;-0.6766132;1;3;CyGl;NA;NA;NA;NA;NA;-0.722985267;-0.221038778;229.43;1348919.79,,,,,,
A;K19;S1;Osm;5.76382815;1;ScSu;2;0.248328788;-0.143372693;1;4.5;ScSu;NA;NA;NA;NA;NA;0.525002717;-0.212114866;207.87;1101357.71,,,,,,
A;K19;S2;Pin;2.56189485;1;ScSu;4;0.04984276;-0.016194894;1;5;ScSu;23.54;17.23379833;9.388155738;23.51612836;83.6100247;0.525002717;-0.212114866;207.87;1101357.71,,,,,,
A;K19;S3;Schi;4.90146455;1;ScSu;3;0.373624839;-0.313508465;1;5;ScSu;NA;NA;NA;NA;NA;0.525002717;-0.212114866;207.87;1101357.71,,,,,,
A;K19;S1;Schi;4.07035955;1;ScSu;2;0.248328788;-0.143372693;1;4.5;ScSu;NA;NA;NA;NA;NA;0.525002717;-0.212114866;207.87;1101357.71,,,,,,
A;K19;S2;Schi;4.5053337;1;ScSu;4;0.04984276;-0.016194894;1;5;ScSu;23.54;17.23379833;9.388155738;23.51612836;83.6100247;0.525002717;-0.212114866;207.87;1101357.71,,,,,,
A;K19;S1;Pin;2.14691905;1;ScSu;2;0.248328788;-0.143372693;1;4.5;ScSu;NA;NA;NA;NA;NA;0.525002717;-0.212114866;207.87;1101357.71,,,,,,
A;K19;S2;Osm;4.69017335;1;ScSu;4;0.04984276;-0.016194894;1;5;ScSu;23.54;17.23379833;9.388155738;23.51612836;83.6100247;0.525002717;-0.212114866;207.87;1101357.71,,,,,,
A;K19;S3;Osm;5.85028205;1;ScSu;3;0.373624839;-0.313508465;1;5;ScSu;NA;NA;NA;NA;NA;0.525002717;-0.212114866;207.87;1101357.71,,,,,,
A;K19;S3;Pin;3.7440313;1;ScSu;3;0.373624839;-0.313508465;1;5;ScSu;NA;NA;NA;NA;NA;0.525002717;-0.212114866;207.87;1101357.71,,,,,,
A;L04;S2;Pin;2.33576275;0;bare;3;-0.432168259;-0.719248766;0;0;bare;17.15;17.46586288;11.0029235;24.27840995;81.50049118;-0.997407586;-0.017409814;287.18;1341652.3,,,,,,
A;L04;S1;Schi;2.9322567;0;bare;2;-0.100405708;-0.309016994;0;0;bare;NA;NA;NA;NA;NA;-0.997407586;-0.017409814;287.18;1341652.3,,,,,,
A;L04;S2;Osm;4.78617565;0;bare;3;-0.432168259;-0.719248766;0;0;bare;17.15;17.46586288;11.0029235;24.27840995;81.50049118;-0.997407586;-0.017409814;287.18;1341652.3,,,,,,
A;L04;S1;Pin;1.8496229;0;bare;2;-0.100405708;-0.309016994;0;0;bare;NA;NA;NA;NA;NA;-0.997407586;-0.017409814;287.18;1341652.3,,,,,,
A;L04;S1;Osm;5.14105785;0;bare;2;-0.100405708;-0.309016994;0;0;bare;NA;NA;NA;NA;NA;-0.997407586;-0.017409814;287.18;1341652.3,,,,,,
A;L04;S3;Pin;2.22161265;0;bare;4;-0.23482951;-0.527435716;0;0;bare;NA;NA;NA;NA;NA;-0.997407586;-0.017409814;287.18;1341652.3,,,,,,
A;L04;S2;Schi;3.5903736;0;bare;3;-0.432168259;-0.719248766;0;0;bare;17.15;17.46586288;11.0029235;24.27840995;81.50049118;-0.997407586;-0.017409814;287.18;1341652.3,,,,,,
A;L04;S3;Osm;6.8070383;0;bare;4;-0.23482951;-0.527435716;0;0;bare;NA;NA;NA;NA;NA;-0.997407586;-0.017409814;287.18;1341652.3,,,,,,
A;L04;S3;Schi;3.8231122;0;bare;4;-0.23482951;-0.527435716;0;0;bare;NA;NA;NA;NA;NA;-0.997407586;-0.017409814;287.18;1341652.3,,,,,,
A;L10;S2;Pin;3.3930546;1;CaEy;4;-0.338807525;-0.350845463;1;0.75;CaFa;17.86;17.85553136;10.22603552;24.34803965;79.52822939;-0.603501597;-0.243830472;217.81;1425214.25,,,,,,
A;L10;S3;Pin;1.95679785;1;CaEy;4;-0.846103036;-0.30795632;1;0.25;CaFa;NA;NA;NA;NA;NA;-0.603501597;-0.243830472;217.81;1425214.25,,,,,,
A;L10;S1;Schi;3.85956475;1;CaEy;3;-0.834502956;-0.087709795;0;0;bare;NA;NA;NA;NA;NA;-0.603501597;-0.243830472;217.81;1425214.25,,,,,,
A;L10;S1;Pin;2.20180775;1;CaEy;3;-0.834502956;-0.087709795;0;0;bare;NA;NA;NA;NA;NA;-0.603501597;-0.243830472;217.81;1425214.25,,,,,,
A;L10;S1;Osm;5.5375683;1;CaEy;3;-0.834502956;-0.087709795;0;0;bare;NA;NA;NA;NA;NA;-0.603501597;-0.243830472;217.81;1425214.25,,,,,,
A;L10;S3;Osm;4.40505725;1;CaEy;4;-0.846103036;-0.30795632;1;0.25;CaFa;NA;NA;NA;NA;NA;-0.603501597;-0.243830472;217.81;1425214.25,,,,,,
A;L10;S2;Schi;2.37134295;1;CaEy;4;-0.338807525;-0.350845463;1;0.75;CaFa;17.86;17.85553136;10.22603552;24.34803965;79.52822939;-0.603501597;-0.243830472;217.81;1425214.25,,,,,,
A;L10;S3;Schi;2.68733075;1;CaEy;4;-0.846103036;-0.30795632;1;0.25;CaFa;NA;NA;NA;NA;NA;-0.603501597;-0.243830472;217.81;1425214.25,,,,,,
A;L10;S2;Osm;5.3205831;1;CaEy;4;-0.338807525;-0.350845463;1;0.75;CaFa;17.86;17.85553136;10.22603552;24.34803965;79.52822939;-0.603501597;-0.243830472;217.81;1425214.25,,,,,,
A;L11;S1;Pin;2.22016725;1;CaSc;2;-0.248968721;-0.369111309;1;1.75;CaSc;NA;NA;NA;NA;NA;-0.576536485;-0.244725219;206.27;1399145.46,,,,,,
A;L11;S3;Osm;5.37283285;1;CaSc;3;-0.70496111;-0.175766546;1;1.5;CaSc;NA;NA;NA;NA;NA;-0.576536485;-0.244725219;206.27;1399145.46,,,,,,
A;L11;S2;Pin;2.8291953;1;CaSc;3;-0.383805571;0.006699351;1;2.75;CaSc;15.86;17.71308111;9.937459016;23.91259341;80.40099044;-0.576536485;-0.244725219;206.27;1399145.46,,,,,,
A;L11;S3;Pin;1.7273114;1;CaSc;3;-0.70496111;-0.175766546;1;1.5;CaSc;NA;NA;NA;NA;NA;-0.576536485;-0.244725219;206.27;1399145.46,,,,,,
A;L11;S2;Osm;6.0581751;1;CaSc;3;-0.383805571;0.006699351;1;2.75;CaSc;15.86;17.71308111;9.937459016;23.91259341;80.40099044;-0.576536485;-0.244725219;206.27;1399145.46,,,,,,
A;L11;S1;Osm;5.90693735;1;CaSc;2;-0.248968721;-0.369111309;1;1.75;CaSc;NA;NA;NA;NA;NA;-0.576536485;-0.244725219;206.27;1399145.46,,,,,,
A;L11;S1;Schi;4.06562915;1;CaSc;2;-0.248968721;-0.369111309;1;1.75;CaSc;NA;NA;NA;NA;NA;-0.576536485;-0.244725219;206.27;1399145.46,,,,,,
A;L11;S2;Schi;3.4454029;1;CaSc;3;-0.383805571;0.006699351;1;2.75;CaSc;15.86;17.71308111;9.937459016;23.91259341;80.40099044;-0.576536485;-0.244725219;206.27;1399145.46,,,,,,
A;L11;S3;Schi;3.10074435;1;CaSc;3;-0.70496111;-0.175766546;1;1.5;CaSc;NA;NA;NA;NA;NA;-0.576536485;-0.244725219;206.27;1399145.46,,,,,,
A;L20;S1;Osm;6.3492772;0;bare;4;0.017460385;-0.030242273;0;0;bare;NA;NA;NA;NA;NA;-0.289481098;-0.39843655;216.16;1394592.21,,,,,,
A;L20;S3;Osm;6.84230825;0;bare;3;0.14243542;-0.292035888;0;0;bare;NA;NA;NA;NA;NA;-0.289481098;-0.39843655;216.16;1394592.21,,,,,,
A;L20;S1;Pin;3.01812295;0;bare;4;0.017460385;-0.030242273;0;0;bare;NA;NA;NA;NA;NA;-0.289481098;-0.39843655;216.16;1394592.21,,,,,,
A;L20;S2;Osm;4.89213515;0;bare;3;0.260755933;-0.386586569;0;0;bare;14.64;17.82092202;11.09153552;24.89550202;80.27294695;-0.289481098;-0.39843655;216.16;1394592.21,,,,,,
A;L20;S3;Schi;4.8922045;0;bare;3;0.14243542;-0.292035888;0;0;bare;NA;NA;NA;NA;NA;-0.289481098;-0.39843655;216.16;1394592.21,,,,,,
A;L20;S1;Schi;4.4698119;0;bare;4;0.017460385;-0.030242273;0;0;bare;NA;NA;NA;NA;NA;-0.289481098;-0.39843655;216.16;1394592.21,,,,,,
A;L20;S3;Pin;1.9590572;0;bare;3;0.14243542;-0.292035888;0;0;bare;NA;NA;NA;NA;NA;-0.289481098;-0.39843655;216.16;1394592.21,,,,,,
A;L20;S2;Schi;3.4384898;0;bare;3;0.260755933;-0.386586569;0;0;bare;14.64;17.82092202;11.09153552;24.89550202;80.27294695;-0.289481098;-0.39843655;216.16;1394592.21,,,,,,
A;L20;S2;Pin;3.3989968;0;bare;3;0.260755933;-0.386586569;0;0;bare;14.64;17.82092202;11.09153552;24.89550202;80.27294695;-0.289481098;-0.39843655;216.16;1394592.21,,,,,,
A;L22;S3;Schi;3.4636894;16;CaEy|CaHe|CaSc|ChAx|CyGl|CyMy|KoBi|LiFo|LiGl|NySi|QuFa|QuSe|RhCh|SaMu|SaSe|ScSu;3;-0.337254258;0.584141511;3;3;LiFo/CyGl/SaSe;NA;NA;NA;NA;NA;-0.237773547;-0.77772223;229.89;1219315.4,,,,,,
A;L22;S1;Schi;5.08161395;16;CaEy|CaHe|CaSc|ChAx|CyGl|CyMy|KoBi|LiFo|LiGl|NySi|QuFa|QuSe|RhCh|SaMu|SaSe|ScSu;1;-0.411725224;0.218918185;3;2.5;ChAx/LiGl/SaSe;NA;NA;NA;NA;NA;-0.237773547;-0.77772223;229.89;1219315.4,,,,,,
A;L22;S3;Pin;2.6033187;16;CaEy|CaHe|CaSc|ChAx|CyGl|CyMy|KoBi|LiFo|LiGl|NySi|QuFa|QuSe|RhCh|SaMu|SaSe|ScSu;3;-0.337254258;0.584141511;3;3;LiFo/CyGl/SaSe;NA;NA;NA;NA;NA;-0.237773547;-0.77772223;229.89;1219315.4,,,,,,
A;L22;S1;Pin;1.0379432;16;CaEy|CaHe|CaSc|ChAx|CyGl|CyMy|KoBi|LiFo|LiGl|NySi|QuFa|QuSe|RhCh|SaMu|SaSe|ScSu;1;-0.411725224;0.218918185;3;2.5;ChAx/LiGl/SaSe;NA;NA;NA;NA;NA;-0.237773547;-0.77772223;229.89;1219315.4,,,,,,
A;L22;S3;Osm;5.278338;16;CaEy|CaHe|CaSc|ChAx|CyGl|CyMy|KoBi|LiFo|LiGl|NySi|QuFa|QuSe|RhCh|SaMu|SaSe|ScSu;3;-0.337254258;0.584141511;3;3;LiFo/CyGl/SaSe;NA;NA;NA;NA;NA;-0.237773547;-0.77772223;229.89;1219315.4,,,,,,
A;L22;S2;Pin;2.97441055;16;CaEy|CaHe|CaSc|ChAx|CyGl|CyMy|KoBi|LiFo|LiGl|NySi|QuFa|QuSe|RhCh|SaMu|SaSe|ScSu;3;-0.361257255;0.044356813;3;3.25;ScSu/QuSe/SaSe;17.93;17.88121391;10.57364481;23.88717608;79.92079753;-0.237773547;-0.77772223;229.89;1219315.4,,,,,,
A;L22;S2;Osm;5.55170475;16;CaEy|CaHe|CaSc|ChAx|CyGl|CyMy|KoBi|LiFo|LiGl|NySi|QuFa|QuSe|RhCh|SaMu|SaSe|ScSu;3;-0.361257255;0.044356813;3;3.25;ScSu/QuSe/SaSe;17.93;17.88121391;10.57364481;23.88717608;79.92079753;-0.237773547;-0.77772223;229.89;1219315.4,,,,,,
A;L22;S1;Osm;6.74254645;16;CaEy|CaHe|CaSc|ChAx|CyGl|CyMy|KoBi|LiFo|LiGl|NySi|QuFa|QuSe|RhCh|SaMu|SaSe|ScSu;1;-0.411725224;0.218918185;3;2.5;ChAx/LiGl/SaSe;NA;NA;NA;NA;NA;-0.237773547;-0.77772223;229.89;1219315.4,,,,,,
A;L22;S2;Schi;3.19895855;16;CaEy|CaHe|CaSc|ChAx|CyGl|CyMy|KoBi|LiFo|LiGl|NySi|QuFa|QuSe|RhCh|SaMu|SaSe|ScSu;3;-0.361257255;0.044356813;3;3.25;ScSu/QuSe/SaSe;17.93;17.88121391;10.57364481;23.88717608;79.92079753;-0.237773547;-0.77772223;229.89;1219315.4,,,,,,
A;L23;S1;Schi;7.654707;1;ChAx;4;-0.16862233;-0.05155302;1;6;ChAx;NA;NA;NA;NA;NA;-0.222630738;-0.5799729;199.45;1304835.14,,,,,,
A;L23;S1;Osm;6.5691021;1;ChAx;4;-0.16862233;-0.05155302;1;6;ChAx;NA;NA;NA;NA;NA;-0.222630738;-0.5799729;199.45;1304835.14,,,,,,
A;L23;S1;Pin;3.3358299;1;ChAx;4;-0.16862233;-0.05155302;1;6;ChAx;NA;NA;NA;NA;NA;-0.222630738;-0.5799729;199.45;1304835.14,,,,,,
A;L23;S2;Osm;5.2556277;1;ChAx;4;-0.464533217;0.04064139;1;6;ChAx;NA;NA;NA;NA;NA;-0.222630738;-0.5799729;199.45;1304835.14,,,,,,
A;L23;S2;Schi;4.4549345;1;ChAx;4;-0.464533217;0.04064139;1;6;ChAx;NA;NA;NA;NA;NA;-0.222630738;-0.5799729;199.45;1304835.14,,,,,,
A;L23;S2;Pin;2.3060116;1;ChAx;4;-0.464533217;0.04064139;1;6;ChAx;NA;NA;NA;NA;NA;-0.222630738;-0.5799729;199.45;1304835.14,,,,,,
A;L23;S3;Osm;5.76682845;1;ChAx;1;-0.788495732;0.286988976;1;6;ChAx;NA;NA;NA;NA;NA;-0.222630738;-0.5799729;199.45;1304835.14,,,,,,
A;L23;S3;Pin;3.48251975;1;ChAx;1;-0.788495732;0.286988976;1;6;ChAx;NA;NA;NA;NA;NA;-0.222630738;-0.5799729;199.45;1304835.14,,,,,,
A;L23;S3;Schi;3.532543;1;ChAx;1;-0.788495732;0.286988976;1;6;ChAx;NA;NA;NA;NA;NA;-0.222630738;-0.5799729;199.45;1304835.14,,,,,,
A;N08;S3;Schi;4.70350315;4;CyGl|QuFa|RhCh|ScSu;3;5.14E-17;0.839099631;4;3.25;CuLa/;NA;NA;NA;NA;NA;-0.775409056;-0.193331191;226.7;1305657.71,,,,,,
A;N08;S2;Osm;5.6231024;4;CyGl|QuFa|RhCh|ScSu;4;0.157512424;0.682261264;4;3;CuLa/;17.45;17.78633504;10.51411475;24.72875672;80.75167458;-0.775409056;-0.193331191;226.7;1305657.71,,,,,,
A;N08;S3;Osm;5.6411626;4;CyGl|QuFa|RhCh|ScSu;3;5.14E-17;0.839099631;4;3.25;CuLa/;NA;NA;NA;NA;NA;-0.775409056;-0.193331191;226.7;1305657.71,,,,,,
A;N08;S3;Pin;2.1672824;4;CyGl|QuFa|RhCh|ScSu;3;5.14E-17;0.839099631;4;3.25;CuLa/;NA;NA;NA;NA;NA;-0.775409056;-0.193331191;226.7;1305657.71,,,,,,
A;N08;S1;Osm;4.81359445;4;CyGl|QuFa|RhCh|ScSu;3;-0.27434733;0.616194192;1;2;QuFa;NA;NA;NA;NA;NA;-0.775409056;-0.193331191;226.7;1305657.71,,,,,,
A;N08;S1;Pin;2.73589765;4;CyGl|QuFa|RhCh|ScSu;3;-0.27434733;0.616194192;1;2;QuFa;NA;NA;NA;NA;NA;-0.775409056;-0.193331191;226.7;1305657.71,,,,,,
A;N08;S1;Schi;3.7804802;4;CyGl|QuFa|RhCh|ScSu;3;-0.27434733;0.616194192;1;2;QuFa;NA;NA;NA;NA;NA;-0.775409056;-0.193331191;226.7;1305657.71,,,,,,
A;N08;S2;Schi;3.93250635;4;CyGl|QuFa|RhCh|ScSu;4;0.157512424;0.682261264;4;3;CuLa/;17.45;17.78633504;10.51411475;24.72875672;80.75167458;-0.775409056;-0.193331191;226.7;1305657.71,,,,,,
A;N08;S2;Pin;2.3153191;4;CyGl|QuFa|RhCh|ScSu;4;0.157512424;0.682261264;4;3;CuLa/;17.45;17.78633504;10.51411475;24.72875672;80.75167458;-0.775409056;-0.193331191;226.7;1305657.71,,,,,,
A;N09;S1;Schi;5.63798345;24;AcDa|CaCa|CaEy|CaHe|CaSc|ChAx|CiCa|CyGl|CyMy|DaOl|DiGl|KoBi|LiFo|LiGl|MeAz|NySi|QuAc|QuFa|QuSe|RhCh|SaDi|SaMu|SaSe|ScSu;3;-0.272736602;0.404348641;3;2.75;ScSu/LiGl/QuFa;NA;NA;NA;NA;NA;-0.087797977;0.715057137;215.29;1215034.8,,,,,,
A;N09;S2;Osm;4.8208543;24;AcDa|CaCa|CaEy|CaHe|CaSc|ChAx|CiCa|CyGl|CyMy|DaOl|DiGl|KoBi|LiFo|LiGl|MeAz|NySi|QuAc|QuFa|QuSe|RhCh|SaDi|SaMu|SaSe|ScSu;3;0.22842581;0.74714716;3;3.75;ScSu/LiFo/CyGl;20.04;17.85404821;9.797393443;24.45962702;79.35715158;-0.087797977;0.715057137;215.29;1215034.8,,,,,,
A;N09;S3;Osm;5.25352895;24;AcDa|CaCa|CaEy|CaHe|CaSc|ChAx|CiCa|CyGl|CyMy|DaOl|DiGl|KoBi|LiFo|LiGl|MeAz|NySi|QuAc|QuFa|QuSe|RhCh|SaDi|SaMu|SaSe|ScSu;3;0.050681045;0.724772707;3;1.75;CyMy/CySc/QuAc;NA;NA;NA;NA;NA;-0.087797977;0.715057137;215.29;1215034.8,,,,,,
A;N09;S2;Pin;2.40366005;24;AcDa|CaCa|CaEy|CaHe|CaSc|ChAx|CiCa|CyGl|CyMy|DaOl|DiGl|KoBi|LiFo|LiGl|MeAz|NySi|QuAc|QuFa|QuSe|RhCh|SaDi|SaMu|SaSe|ScSu;3;0.22842581;0.74714716;3;3.75;ScSu/LiFo/CyGl;20.04;17.85404821;9.797393443;24.45962702;79.35715158;-0.087797977;0.715057137;215.29;1215034.8,,,,,,
A;N09;S2;Schi;3.3837544;24;AcDa|CaCa|CaEy|CaHe|CaSc|ChAx|CiCa|CyGl|CyMy|DaOl|DiGl|KoBi|LiFo|LiGl|MeAz|NySi|QuAc|QuFa|QuSe|RhCh|SaDi|SaMu|SaSe|ScSu;3;0.22842581;0.74714716;3;3.75;ScSu/LiFo/CyGl;20.04;17.85404821;9.797393443;24.45962702;79.35715158;-0.087797977;0.715057137;215.29;1215034.8,,,,,,
A;N09;S3;Schi;6.0836959;24;AcDa|CaCa|CaEy|CaHe|CaSc|ChAx|CiCa|CyGl|CyMy|DaOl|DiGl|KoBi|LiFo|LiGl|MeAz|NySi|QuAc|QuFa|QuSe|RhCh|SaDi|SaMu|SaSe|ScSu;3;0.050681045;0.724772707;3;1.75;CyMy/CySc/QuAc;NA;NA;NA;NA;NA;-0.087797977;0.715057137;215.29;1215034.8,,,,,,
A;N09;S1;Pin;1.48056775;24;AcDa|CaCa|CaEy|CaHe|CaSc|ChAx|CiCa|CyGl|CyMy|DaOl|DiGl|KoBi|LiFo|LiGl|MeAz|NySi|QuAc|QuFa|QuSe|RhCh|SaDi|SaMu|SaSe|ScSu;3;-0.272736602;0.404348641;3;2.75;ScSu/LiGl/QuFa;NA;NA;NA;NA;NA;-0.087797977;0.715057137;215.29;1215034.8,,,,,,
A;N09;S1;Osm;5.7308796;24;AcDa|CaCa|CaEy|CaHe|CaSc|ChAx|CiCa|CyGl|CyMy|DaOl|DiGl|KoBi|LiFo|LiGl|MeAz|NySi|QuAc|QuFa|QuSe|RhCh|SaDi|SaMu|SaSe|ScSu;3;-0.272736602;0.404348641;3;2.75;ScSu/LiGl/QuFa;NA;NA;NA;NA;NA;-0.087797977;0.715057137;215.29;1215034.8,,,,,,
A;N09;S3;Pin;1.76539185;24;AcDa|CaCa|CaEy|CaHe|CaSc|ChAx|CiCa|CyGl|CyMy|DaOl|DiGl|KoBi|LiFo|LiGl|MeAz|NySi|QuAc|QuFa|QuSe|RhCh|SaDi|SaMu|SaSe|ScSu;3;0.050681045;0.724772707;3;1.75;CyMy/CySc/QuAc;NA;NA;NA;NA;NA;-0.087797977;0.715057137;215.29;1215034.8,,,,,,
A;N11;S3;Schi;4.12854055;1;SaMu;2;-0.678845862;0.493210388;1;4;SaMu;NA;NA;NA;NA;NA;-0.575618807;-0.209508112;207.92;1401954.61,,,,,,
A;N11;S1;Schi;5.68245505;1;SaMu;1;-0.153820468;0.329869058;1;4;SaMu;NA;NA;NA;NA;NA;-0.575618807;-0.209508112;207.92;1401954.61,,,,,,
A;N11;S2;Osm;6.39849015;1;SaMu;3;-0.419248827;0.066402491;1;3.5;SaMu;19.41;17.93806688;10.4837459;24.71416465;77.67795811;-0.575618807;-0.209508112;207.92;1401954.61,,,,,,
A;N11;S3;Pin;3.8368143;1;SaMu;2;-0.678845862;0.493210388;1;4;SaMu;NA;NA;NA;NA;NA;-0.575618807;-0.209508112;207.92;1401954.61,,,,,,
A;N11;S2;Schi;4.82787325;1;SaMu;3;-0.419248827;0.066402491;1;3.5;SaMu;19.41;17.93806688;10.4837459;24.71416465;77.67795811;-0.575618807;-0.209508112;207.92;1401954.61,,,,,,
A;N11;S1;Pin;3.9357658;1;SaMu;1;-0.153820468;0.329869058;1;4;SaMu;NA;NA;NA;NA;NA;-0.575618807;-0.209508112;207.92;1401954.61,,,,,,
A;N11;S2;Pin;2.33994565;1;SaMu;3;-0.419248827;0.066402491;1;3.5;SaMu;19.41;17.93806688;10.4837459;24.71416465;77.67795811;-0.575618807;-0.209508112;207.92;1401954.61,,,,,,
A;N11;S1;Osm;5.309655;1;SaMu;1;-0.153820468;0.329869058;1;4;SaMu;NA;NA;NA;NA;NA;-0.575618807;-0.209508112;207.92;1401954.61,,,,,,
A;N11;S3;Osm;4.25884555;1;SaMu;2;-0.678845862;0.493210388;1;4;SaMu;NA;NA;NA;NA;NA;-0.575618807;-0.209508112;207.92;1401954.61,,,,,,
A;N13;S1;Schi;4.0443022;1;SaSe;2;-0.215351504;0.751019946;1;4.5;SaSe;NA;NA;NA;NA;NA;0.096259192;-0.495210614;191.09;1225739.59,,,,,,
A;N13;S1;Pin;2.54889355;1;SaSe;2;-0.215351504;0.751019946;1;4.5;SaSe;NA;NA;NA;NA;NA;0.096259192;-0.495210614;191.09;1225739.59,,,,,,
A;N13;S2;Schi;4.14860095;1;SaSe;3;0.017782182;0.50921506;1;5;SaSe;22.02;17.66430032;9.458051913;23.61913239;81.50368539;0.096259192;-0.495210614;191.09;1225739.59,,,,,,
A;N13;S2;Osm;6.9267583;1;SaSe;3;0.017782182;0.50921506;1;5;SaSe;22.02;17.66430032;9.458051913;23.61913239;81.50368539;0.096259192;-0.495210614;191.09;1225739.59,,,,,,
A;N13;S1;Osm;6.8649784;1;SaSe;2;-0.215351504;0.751019946;1;4.5;SaSe;NA;NA;NA;NA;NA;0.096259192;-0.495210614;191.09;1225739.59,,,,,,
A;N13;S2;Pin;1.3339801;1;SaSe;3;0.017782182;0.50921506;1;5;SaSe;22.02;17.66430032;9.458051913;23.61913239;81.50368539;0.096259192;-0.495210614;191.09;1225739.59,,,,,,
A;N17;S3;Osm;4.7781712;1;RhCh;3;-0.456117717;0.096950814;1;3;RhCh;NA;NA;NA;NA;NA;0.414800053;-0.530919857;233.53;1147435.94,,,,,,
A;N17;S2;Schi;3.20938295;1;RhCh;5;0.273592882;-0.644544437;1;4.25;RhCh;18.14;17.33352732;10.08006557;23.84865793;83.23724169;0.414800053;-0.530919857;233.53;1147435.94,,,,,,
A;N17;S3;Pin;2.7974695;1;RhCh;3;-0.456117717;0.096950814;1;3;RhCh;NA;NA;NA;NA;NA;0.414800053;-0.530919857;233.53;1147435.94,,,,,,
A;N17;S1;Osm;5.33791695;1;RhCh;4;0.531453725;-0.225588722;1;2;RhCh;NA;NA;NA;NA;NA;0.414800053;-0.530919857;233.53;1147435.94,,,,,,
A;N17;S2;Osm;5.35643705;1;RhCh;5;0.273592882;-0.644544437;1;4.25;RhCh;18.14;17.33352732;10.08006557;23.84865793;83.23724169;0.414800053;-0.530919857;233.53;1147435.94,,,,,,
A;N17;S1;Schi;6.0037025;1;RhCh;4;0.531453725;-0.225588722;1;2;RhCh;NA;NA;NA;NA;NA;0.414800053;-0.530919857;233.53;1147435.94,,,,,,
A;N17;S2;Pin;2.0571692;1;RhCh;5;0.273592882;-0.644544437;1;4.25;RhCh;18.14;17.33352732;10.08006557;23.84865793;83.23724169;0.414800053;-0.530919857;233.53;1147435.94,,,,,,
A;N17;S1;Pin;2.6019171;1;RhCh;4;0.531453725;-0.225588722;1;2;RhCh;NA;NA;NA;NA;NA;0.414800053;-0.530919857;233.53;1147435.94,,,,,,
A;N17;S3;Schi;4.85396345;1;RhCh;3;-0.456117717;0.096950814;1;3;RhCh;NA;NA;NA;NA;NA;0.414800053;-0.530919857;233.53;1147435.94,,,,,,
